,"ECE services in Christchurch City, Selwyn District and Waimakariri Districts 4/3/2011",,,,,,,,
,,,,,,,,,
"Institution Number","Name","Institution Type","Street","Suburb","City","TLA","_XCoords","_YCoords","Ward"
65155,"Just Kids Community Preschool","Education & Care Service","81 BICKERTON STREET","Wainoni","Christchurch","Christchurch",2485214.17,5743080.13,"Burwood-Pegasus Ward"
45092,"Just Kids Community Pre-school 2","Education & Care Service","81 Bickerton Street","Wainoni","Christchurch","Christchurch",2485222.58,5743073.76,"Burwood-Pegasus Ward"
45091,"Just Kids Community Preschool 3","Education & Care Service","81 Bickerton Street","Wainoni","Christchurch","Christchurch",2485226.26,5743071.3,"Burwood-Pegasus Ward"
70095,"Kidditech Early Learning Centre","Education & Care Service","21 Stourbridge Street","Barrington","Christchurch","Christchurch",2478812.36,5738577.71,"Spreydon-Heathcote Ward"
70006,"Kidsfirst Early Learning Centres Aranui","Education & Care Service","284 Breezes Road","Aranui","Christchurch","Christchurch",2485798.16,5743402.52,"Burwood-Pegasus Ward"
5447,"Kidsfirst Kindergarten Portsmouth Street","Free Kindergarten","36 Portsmouth Street","Wainoni","Christchurch","Christchurch",2485829.96,5744083.18,"Burwood-Pegasus Ward"
5409,"Kidsfirst Kindergartens Avonhead","Free Kindergarten","49 Staveley Street","Avonhead","Christchurch","Christchurch",2474134.11,5742958.25,"Riccarton-Wigram Ward"
5410,"Kidsfirst Kindergartens Bassett Street","Free Kindergarten","61 Bassett Street","Burwood","Christchurch","Christchurch",2484800.71,5745589.34,"Burwood-Pegasus Ward"
5411,"Kidsfirst Kindergartens Beckenham","Free Kindergarten","119 a Fisher Avenue","Beckenham","Christchurch","Christchurch",2481337.28,5738626.79,"Spreydon-Heathcote Ward"
5535,"Kidsfirst Kindergartens Belfast","Free Kindergarten","672 Main North Road",,"Belfast","Christchurch",2479775.17,5750238.28,"Shirley-Papanui Ward"
5412,"Kidsfirst Kindergartens Beryl McCombs","Free Kindergarten","5 Augusta Street","Redcliffs","Christchurch","Christchurch",2488893.03,5738287.97,"Hagley-Ferrymead Ward"
5428,"Kidsfirst Kindergartens Bromley","Free Kindergarten","33 Keighleys Road","Bromley","Christchurch","Christchurch",2484694.52,5741165.69,"Hagley-Ferrymead Ward"
5549,"Kidsfirst Kindergartens Broomfield","Free Kindergarten","15-17 Pensacola Crescent","Broomfield","Christchurch","Christchurch",2472211.15,5741900.62,"Riccarton-Wigram Ward"
5415,"Kidsfirst Kindergartens Cashmere","Free Kindergarten","106 Hackthorne Road","Cashmere","Christchurch","Christchurch",2479930.92,5736578.22,"Spreydon-Heathcote Ward"
5417,"Kidsfirst Kindergartens Cotswold Avenue","Free Kindergarten","62 Cotswold Avenue","Bishopdale","Christchurch","Christchurch",2476596.18,5747183.51,"Fendalton-Waimairi Ward"
5418,"Kidsfirst Kindergartens Edmonds Smith St","Free Kindergarten","21 Smith Street","Woolston","Christchurch","Christchurch",2483508.19,5740394.81,"Hagley-Ferrymead Ward"
5545,"Kidsfirst Kindergartens Halswell","Free Kindergarten","Halswell Domain","Halswell","Christchurch","Christchurch",2475043.22,5736365.58,"Riccarton-Wigram Ward"
5421,"Kidsfirst Kindergartens Hargest Crescent","Free Kindergarten","33 Hargest Crescent","Waltham","Christchurch","Christchurch",2481407.24,5739732.71,"Spreydon-Heathcote Ward"
5628,"Kidsfirst Kindergartens Hawthornden Road","Free Kindergarten","146 Hawthornden Road","Avonhead","Christchurch","Christchurch",2473607.42,5744018.67,"Fendalton-Waimairi Ward"
5422,"Kidsfirst Kindergartens Hei Hei","Free Kindergarten","10 Wycola Avenue","Hei Hei","Christchurch","Christchurch",2471364.19,5741160.53,"Riccarton-Wigram Ward"
5423,"Kidsfirst Kindergartens Hillmorton","Free Kindergarten","14 Torrens Road","Hillmorton","Christchurch","Christchurch",2477596.07,5739675.7,"Spreydon-Heathcote Ward"
5452,"Kidsfirst Kindergartens Hoon Hay","Free Kindergarten","60 Rowley Avenue","Hoon Hay","Christchurch","Christchurch",2476722.61,5738216.05,"Spreydon-Heathcote Ward"
5425,"Kidsfirst Kindergartens Hornby","Free Kindergarten","17 Brynley Street","Hornby","Christchurch","Christchurch",2471937.8,5740217.81,"Riccarton-Wigram Ward"
5419,"Kidsfirst Kindergartens Ilam","Free Kindergarten","6 Ryeland Avenue","Ilam","Christchurch","Christchurch",2475889.75,5743627.48,"Fendalton-Waimairi Ward"
5426,"Kidsfirst Kindergartens Isleworth Road","Free Kindergarten","6 Isleworth Road","Bishopdale","Christchurch","Christchurch",2476362.11,5746102.61,"Fendalton-Waimairi Ward"
5429,"Kidsfirst Kindergartens Kendal Avenue","Free Kindergarten","55 Kendal Avenue","Burnside","Christchurch","Christchurch",2475532.41,5745404.15,"Fendalton-Waimairi Ward"
5431,"Kidsfirst Kindergartens Lady May","Free Kindergarten","11 Haynes Avenue","Upper Riccarton","Christchurch","Christchurch",2475428.66,5741445.65,"Riccarton-Wigram Ward"
5432,"Kidsfirst Kindergartens Linwood","Free Kindergarten","24 Rochester Street","Linwood","Christchurch","Christchurch",2483167.15,5742021.73,"Hagley-Ferrymead Ward"
5433,"Kidsfirst Kindergartens Lyttelton","Free Kindergarten","33 Winchester Street",,"Lyttelton","Christchurch",2487394.57,5733991.29,"Banks Peninsula Ward"
5434,"Kidsfirst Kindergartens MacFarlane Park","Free Kindergarten","19 Acheson Avenue","Shirley","Christchurch","Christchurch",2482052.61,5745122.45,"Shirley-Papanui Ward"
5436,"Kidsfirst Kindergartens Mairehau","Free Kindergarten","23 Fergusson Avenue","Mairehau","Christchurch","Christchurch",2481148.23,5745100.31,"Shirley-Papanui Ward"
5437,"Kidsfirst Kindergartens Mathers Road","Free Kindergarten","109-111 Mathers Road","Hoon Hay","Christchurch","Christchurch",2476951.34,5738133.55,"Spreydon-Heathcote Ward"
5435,"Kidsfirst Kindergartens McKenzie","Free Kindergarten","107 Rattray Street","Riccarton","Christchurch","Christchurch",2476993.68,5741725.89,"Riccarton-Wigram Ward"
5438,"Kidsfirst Kindergartens Mount Pleasant","Free Kindergarten","McCormacks Bay","McCormacks Bay","Christchurch","Christchurch",2488094.3,5738659.35,"Hagley-Ferrymead Ward"
5439,"Kidsfirst Kindergartens Ngaire Larcombe","Free Kindergarten","320 Wainoni Road","Wainoni","Christchurch","Christchurch",2486185.56,5744710.24,"Burwood-Pegasus Ward"
5440,"Kidsfirst Kindergartens Northcote","Free Kindergarten","121 Northcote Road","Bishopdale","Christchurch","Christchurch",2478083.69,5746923.16,"Shirley-Papanui Ward"
5441,"Kidsfirst Kindergartens North New Brighton","Free Kindergarten","177 Bowhill Road","North New Brighton","Christchurch","Christchurch",2486962.9,5745441.11,"Burwood-Pegasus Ward"
5442,"Kidsfirst Kindergartens Nuffield","Free Kindergarten","171 Seaview Road","New Brighton","Christchurch","Christchurch",2487595.73,5744221.49,"Burwood-Pegasus Ward"
5443,"Kidsfirst Kindergartens Opawa St Martins","Free Kindergarten","8 Butler Street","Opawa","Christchurch","Christchurch",2482673.82,5738596.51,"Spreydon-Heathcote Ward"
5444,"Kidsfirst Kindergartens Papanui","Free Kindergarten","57 Bellvue Avenue","Papanui","Christchurch","Christchurch",2478339.17,5745396.68,"Shirley-Papanui Ward"
5414,"Kidsfirst Kindergartens Parklands","Free Kindergarten","20 Chadbury Street","Parklands","Christchurch","Christchurch",2486201.94,5747464.83,"Burwood-Pegasus Ward"
5445,"Kidsfirst Kindergartens Phillipstown","Free Kindergarten","533 St Asaph Street","Phillipstown","Christchurch","Christchurch",2482487.15,5741126.23,"Hagley-Ferrymead Ward"
5446,"Kidsfirst Kindergartens Pitcairn Crescent","Free Kindergarten","33 Pitcairn Crescent","Bryndwr","Christchurch","Christchurch",2477571.41,5744752.19,"Fendalton-Waimairi Ward"
5448,"Kidsfirst Kindergartens Queenspark","Free Kindergarten","228 Queenspark Drive","Burwood","Christchurch","Christchurch",2485418.5,5748240.92,"Burwood-Pegasus Ward"
5449,"Kidsfirst Kindergartens Redwood","Free Kindergarten","345 a Main North Road","Redwood","Christchurch","Christchurch",2479001.45,5747760.13,"Shirley-Papanui Ward"
